Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
003CF943  mov al,byte ptr ds:[eax+40F094]                                   "0123456789-+Ee"
003CFA29  push hddled.40F0C0                                                "0123456789ABCDEFabcdef-+XxPp"
003CFBF2  mov al,byte ptr ds:[eax+40F0C0]                                   "0123456789ABCDEFabcdef-+XxPp"
003CFD40  mov al,byte ptr ds:[eax+40F0C0]                                   "0123456789ABCDEFabcdef-+XxPp"
003CFE5E  mov al,byte ptr ds:[eax+40F0C0]                                   "0123456789ABCDEFabcdef-+XxPp"
003CFFA9  mov al,byte ptr ds:[eax+40F0C0]                                   "0123456789ABCDEFabcdef-+XxPp"
003D0063  push hddled.40F0A4                                                "0123456789ABCDEFabcdef-+Xx"
003D0221  mov cl,byte ptr ds:[eax+40F0A4]                                   "0123456789ABCDEFabcdef-+Xx"
003D0476  push hddled.41B31C                                                "false"
003D048B  push hddled.41B324                                                "true"
003D08DD  push hddled.41B30C                                                "bad locale name"
003D1657  push hddled.41B524                                                "ld"
003D16C4  push hddled.41B520                                                "lu"
003D196A  push hddled.41B514                                                "%p"
003D19D1  push hddled.41B51C                                                "Ld"
003D1A41  push hddled.41B518                                                "Lu"
003D2D18  push hddled.40F910                                                ":AM:am:PM:pm"
003D2DE2  mov dword ptr ss:[esp],hddled.40FA10                              L":AM:am:PM:pm"
003D3DAD  mov dword ptr ds:[ebx],hddled.40F488                              "Q?="
003D3DEC  mov dword ptr ds:[esi],hddled.40F89C                              "d@="
003D3E44  mov dword ptr ds:[esi],hddled.40F798                              "t?="
003D3E50  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3E6A  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3E93  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3EAD  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3EC7  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3F5B  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D3FEF  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D401D  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D403C  mov dword ptr ds:[esi],hddled.40F774                              "6@="
003D404B  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D406A  mov dword ptr ds:[esi],hddled.40F89C                              "d@="
003D4079  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D40A7  mov dword ptr ds:[esi],hddled.40E47C                              "p?;"
003D4360  mov edx,hddled.41B528                                             "eE"
003D436A  mov edx,hddled.41B52C                                             "pP"
003D4713  mov dword ptr ds:[esi],hddled.40F798                              "t?="
003D4E78  mov dword ptr ds:[esi],hddled.40F774                              "6@="
003D5090  mov eax,hddled.40F1B8                                             ":Sun:Sunday:Mon:Monday:Tue:Tuesday:Wed:Wednesday:Thu:Thursday:Fri:Friday:Sat:Saturday"
003D5167  push hddled.40F984                                                "0123456789-+Ee"
003D52DA  mov al,byte ptr ds:[eax+40F984]                                   "0123456789-+Ee"
003D5439  mov al,byte ptr ds:[eax+40F984]                                   "0123456789-+Ee"
003D5554  mov al,byte ptr ds:[eax+40F984]                                   "0123456789-+Ee"
003D56FC  mov al,byte ptr ds:[eax+40F984]                                   "0123456789-+Ee"
003D580D  push hddled.40F9BC                                                "0123456789-+Ee"
003D5980  mov al,byte ptr ds:[eax+40F9BC]                                   "0123456789-+Ee"
003D5ADF  mov al,byte ptr ds:[eax+40F9BC]                                   "0123456789-+Ee"
003D5BFA  mov al,byte ptr ds:[eax+40F9BC]                                   "0123456789-+Ee"
003D5DA2  mov al,byte ptr ds:[eax+40F9BC]                                   "0123456789-+Ee"
003D5E8B  push hddled.40F9F0                                                "0123456789ABCDEFabcdef-+XxPp"
003D6084  mov al,byte ptr ds:[eax+40F9F0]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6205  mov al,byte ptr ds:[eax+40F9F0]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6354  mov al,byte ptr ds:[eax+40F9F0]                                   "0123456789ABCDEFabcdef-+XxPp"
